FIRE_NAME,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
ANCHORITE,2004,Lightning,2.5,38.18111111,-118.7363889,CA
HOPE,2004,Lightning,2.5,38.72083333,-119.935,CA
SAGEHEN,2004,Lightning,5,38.65583333,-119.6575,CA
WADE-2,2004,Lightning,2.5,38.79944444,-119.8222222,CA
SALLY,2004,Lightning,2.5,38.69194444,-119.9383333,CA
"THOM 2",2004,Lightning,2.5,38.80638889,-119.9383333,CA
LOBDELL,2004,Lightning,2.5,38.64861111,-119.2366667,NV
"JONES CANYON",2004,Lightning,10,38.53611111,-119.6583333,CA
"COW PIE",2004,Lightning,2.5,38.69722222,-119.6922222,CA
DOG,2004,Miscellaneous,5,39.54027778,-120.0844444,CA
"FAYE 2",2004,Lightning,2.5,38.85,-119.85,CA
"BRYANT CREEK 1",2004,Lightning,2.5,38.42666667,-119.7222222,CA
"BRYANT CREEK 2",2004,Lightning,2.5,38.7575,-119.7302778,CA
"BRYANT CREEK 3",2004,Lightning,2.5,38.77694444,-119.7116667,CA
"BRYANT CREEK 4",2004,Lightning,2.5,38.74305556,-119.7255556,CA
"HORSE SHOE",2004,Lightning,5,38.77611111,-119.6738889,NV
CRALE,2004,Miscellaneous,5,43.84361111,-122.645,OR
"UPPER EDDEELEO",2004,Campfire,2.5,43.77333333,-122.0725,OR
"INCIDENT 174",2004,Lightning,5,43.63833333,-122.08,OR
POWERPOLE,2004,Miscellaneous,2.5,39.15138889,-119.7702778,NV
TAMARACK,2004,Lightning,2.5,38.24027778,-119.2875,CA
WELLINGTON,2004,Lightning,5,38.66527778,-119.405,NV
TRAVERTINE,2004,Lightning,2.5,38.06805556,-119.1858333,CA
HORIZON,2004,Miscellaneous,10,39.58527778,-119.8905556,NV
HUNTER,2004,Lightning,5,39.46777778,-119.9166667,NV
WOLF,2004,Lightning,2.5,38.54611111,-119.6966667,CA
"MINERAL 2",2004,Lightning,5,38.50138889,-119.6216667,CA
PETERSON,2004,Miscellaneous,5,39.46694444,-121.1769444,CA
POWERHOUSE,2004,Lightning,5,40.06888889,-121.1686111,CA
VALLEY,2004,Lightning,2.5,39.96888889,-120.3508333,CA
DARK,2004,Lightning,2.5,39.68027778,-120.0844444,CA
WOODCHUCK,2004,Lightning,5,39.48972222,-119.8933333,NV
THOM,2004,Campfire,2.5,39.39583333,-119.8825,NV
LOOKOUT,2004,Lightning,2.5,39.57944444,-120.0825,CA
"LOOKOUT 2",2004,Lightning,2.5,39.58666667,-120.0644444,CA
"SUMMIT 1",2004,Campfire,2.5,39.53944444,-120.0358333,CA
"FOREST CITY",2004,Lightning,2.5,38.69972222,-119.6694444,CA
BUG,2004,Lightning,10,39.74055556,-120.0808333,CA
TAMARACK,2004,Lightning,2.5,36.64194444,-119.8936111,CA
"MUD LAKE",2004,Miscellaneous,15,38.81805556,-119.6905556,NV
"FLAT CREEK",2004,Miscellaneous,2.5,43.75805556,-122.4244444,OR
"PARRISH ROAD",2004,Campfire,2.5,44.5,-122.0080556,OR
"INCIDENT 80",2004,Miscellaneous,2.5,43.65666667,-122.2233333,OR
WATERFALL,2004,Campfire,50,39.15444444,-119.8236111,NV
MIRE,2004,Lightning,2.5,46.53583333,-115.1425,ID
BRUSHY,2004,Lightning,2.5,46.56916667,-114.5833333,ID
DECEPTION,2004,Lightning,2.5,46.82027778,-115.1294444,ID
HANSON,2004,Lightning,5,46.70222222,-114.9130556,ID
"COMET CR",2004,Lightning,2.5,46.80861111,-115.1952778,ID
"INDIAN HENRY",2004,Lightning,2.5,46.86444444,-115.2872222,ID
"SHEEP MTN",2004,Lightning,2.5,46.77027778,-115.5786111,ID
1245,2004,Campfire,2.5,44.19944444,-120.2338889,OR
1252,2004,Smoking,2.5,43.33722222,-121.8047222,OR
1229,2004,Smoking,2.5,43.27666667,-121.8608333,OR
1250,2004,Miscellaneous,2.5,43.38916667,-121.9663889,OR
LATE,2004,Campfire,2.5,42.99583333,-121.0025,OR
TRIAD,2004,Lightning,2.5,38.82305556,-106.0330556,CO
HUNKYDORY,2004,Campfire,2.5,38.59944444,-106.2925,CO
SLOPE,2004,Arson,2.5,38.71416667,-106.2655556,CO
"THREE ROCKS",2004,Arson,2.5,38.71611111,-106.2702778,CO
"FLASH FIRE",2004,Arson,2.5,38.71638889,-106.2702778,CO
"SILVER FIRE",2004,Lightning,2.5,38.39944444,-106.1444444,CO
"KAUFMAN FIRE",2004,Campfire,2.5,38.85527778,-105.9341667,CO
"SMOKING TREE",2004,Lightning,2.5,38.58555556,-106.0880556,CO
"MOORE DRAW ("M"")"",2004,Lightning,15,37.12666667,-102.4588889,CO
BLODGETT,2004,Lightning,2.5,38.96055556,-104.9080556,CO
RASCAL,2004,Lightning,5,39.04722222,-105.1716667,CO
BREAKFAST,2004,Lightning,2.5,39.0925,-105.0977778,CO
SNAG,2004,Lightning,2.5,39.07722222,-104.9055556,CO
630,2004,Miscellaneous,5,37.4425,-119.6288889,CA
"BARE ISLAND",2004,Campfire,2.5,37.49666667,-119.4913889,CA
MOON,2004,Arson,2.5,37.37194444,-119.5652778,CA
"ROBINSON FLATS",2004,Lightning,5,43.47527778,-103.8633333,SD
"SIDNEY PARK",2004,Miscellaneous,2.5,43.67805556,-103.5763889,SD
VANDERLEHR,2004,Campfire,2.5,43.8625,-103.7138889,SD
"ROLLING HILLS",2004,Lightning,2.5,44.18638889,-103.4125,SD
"OLD MIKE",2004,Lightning,2.5,43.81583333,-103.6172222,SD
"EAST BEECHER",2004,Miscellaneous,2.5,43.68,-103.5811111,SD
SNYDER,2004,Lightning,2.5,44.65694444,-104.435,WY
CALVERT,2004,Lightning,2.5,44.30194444,-104.1461111,WY
WHITELAW,2004,Lightning,2.5,44.50305556,-104.4194444,WY
MANLY,2004,Lightning,5,44.56361111,-104.5725,WY
"YELLOW DOG 1",2004,Lightning,2.5,41.38805556,-123.0661111,CA
ABBOTT,2004,Lightning,2.5,41.41166667,-123.1830556,CA
ISLAND,2004,Lightning,2.5,41.42083333,-123.1686111,CA
"YELLOW DOG 2",2004,Lightning,2.5,41.39166667,-123.0625,CA
POISON,2004,Campfire,2.5,41.16694444,-122.9505556,CA
SHADOW,2004,"Equipment Use",2.5,41.17222222,-123.0922222,CA
DEE,2004,Lightning,2.5,41.10972222,-123.2516667,CA
TRUCK,2004,Lightning,2.5,39.50027778,-120.2947222,CA
ELEPHANT,2004,Lightning,2.5,39.68527778,-120.1855556,CA
SAILOR,2004,Lightning,2.5,39.18527778,-120.5166667,CA
BAKE,2004,Lightning,10,39.08138889,-120.6877778,CA
CRATER,2004,Campfire,2.5,39.05,-120.5169444,CA
INDIAN,2004,Campfire,2.5,39.31861111,-120.6002778,CA
SEVEN,2004,Lightning,2.5,39.35972222,-120.55,CA
CUCKOO,2004,Miscellaneous,2.5,39.06833333,-120.635,CA
SNOW,2004,Lightning,2.5,39.22888889,-120.4511111,CA
GREYHORSE,2004,Lightning,2.5,39.11666667,-120.3166667,CA
ELMORE,2004,Lightning,2.5,40.9175,-122.3180556,CA
SKI,2004,Campfire,2.5,40.76,-122.26,CA
HAMILTON,2004,"Debris Burning",15,40.11805556,-122.7855556,CA
ROCKY,2004,"Debris Burning",2.5,41.32638889,-122.0522222,CA
ESPERANZA,2004,"Debris Burning",2.5,41.05222222,-122.0522222,CA
TRAVEL,2004,Arson,2.5,41.32333333,-122.08,CA
FIR,2004,Arson,2.5,41.32666667,-122.0961111,CA
SUMMIT,2004,"Debris Burning",2.5,41.33444444,-122.0508333,CA
BULLY,2004,Miscellaneous,2.5,40.79916667,-122.1936111,CA
COLEMAN,2004,"Debris Burning",2.5,40.90694444,-122.3777778,CA
BROCK,2004,Lightning,5,40.76805556,-122.1002778,CA
ALPHA,2004,Campfire,2.5,40.35222222,-123.3,CA
BRAVO,2004,Campfire,2.5,40.35222222,-123.3,CA
BIG,2004,Campfire,2.5,40.6525,-123.4855556,CA
SLIDE,2004,Campfire,2.5,40.6525,-123.4858333,CA
EDSON,2004,Miscellaneous,2.5,41.295,-121.91,CA
WIDOW,2004,Campfire,2.5,41.335,-122.0516667,CA
CHERRY,2004,Lightning,2.5,39.22861111,-120.5038889,CA
SUGAR,2004,Miscellaneous,2.5,40.90138889,-122.7836111,CA
SALT,2004,"Debris Burning",2.5,40.835,-122.3525,CA
BIG,2004,Miscellaneous,2.5,40.74444444,-123.2505556,CA
STONEY,2004,Campfire,2.5,40.83583333,-122.8505556,CA
AARON,2004,Campfire,2.5,40.65222222,-123.4852778,CA
PACKERS,2004,"Equipment Use",5,40.79166667,-122.3319444,CA
CEMENT,2004,Miscellaneous,2.5,41.34722222,-122.5608333,CA
BURL,2004,"Debris Burning",2.5,41.235,-122.3966667,CA
LAKEHEAD,2004,"Debris Burning",2.5,40.87777778,-122.3955556,CA
PIGEON,2004,Miscellaneous,2.5,40.76666667,-123.1361111,CA
STUART,2004,Lightning,2.5,40.22277778,-122.9983333,CA
POLE,2004,Lightning,2.5,40.24944444,-122.9730556,CA
WEST,2004,Lightning,5,40.21833333,-123.0036111,CA
RAT,2004,Lightning,2.5,40.3525,-122.9358333,CA
EAST,2004,Lightning,2.5,41.01722222,-122.6172222,CA
WYNTOON,2004,Campfire,2.5,41.31333333,-122.0647222,CA
SNOWLINE,2004,"Debris Burning",2.5,41.33416667,-122.0516667,CA
MOSQUITO,2004,Lightning,5,40.88277778,-123.0730556,CA
LITTLE,2004,Lightning,2.5,40.37138889,-123.0616667,CA
BLACK,2004,Lightning,2.5,40.35,-123.0511111,CA
DEADSHOT,2004,Lightning,5,40.46694444,-122.935,CA
BUTTE,2004,Lightning,5,41.335,-122.1519444,CA
GRIZZLY,2004,Lightning,2.5,41.10194444,-121.9522222,CA
HILL,2004,Lightning,2.5,41.40083333,-121.55,CA
HORSE,2004,Lightning,2.5,41.49,-121.8383333,CA
HEMLOCK,2004,Lightning,2.5,41.50027778,-121.8686111,CA
POWDER,2004,Lightning,2.5,41.46666667,-121.6438889,CA
SEIAD,2004,Lightning,5,41.83527778,-123.1344444,CA
ZOTT,2004,Lightning,5,40.98444444,-122.3352778,CA
RED,2004,Lightning,2.5,41.41777778,-121.5669444,CA
SINK,2004,Lightning,2.5,41.30972222,-121.9183333,CA
MASONIC,2004,Lightning,2.5,41.405,-121.8683333,CA
FOX,2004,Lightning,5,41.35166667,-121.9002778,CA
ROCK,2004,Lightning,2.5,41.38333333,-121.9013889,CA
SANFORD,2004,Lightning,2.5,40.96666667,-122.5291667,CA
SLATE,2004,Lightning,5,40.93555556,-122.5333333,CA
CONANT,2004,Lightning,2.5,41.35138889,-122.34,CA
RANCH,2004,Miscellaneous,2.5,41.84027778,-123.2025,CA
LAKEVIEW,2004,Children,2.5,34.81472222,-118.9955556,CA
EAST,2004,"Equipment Use",2.5,34.69916667,-119.3725,CA
VENTUCOPA,2004,"Debris Burning",2.5,34.85111111,-119.4836111,CA
ALAN,2004,Arson,2.5,41.78777778,-123.3083333,CA
TYLER,2004,Campfire,2.5,40.66666667,-123.0505556,CA
GIRARD,2004,Lightning,2.5,41.11861111,-122.3,CA
LINTON,2004,Lightning,2.5,40.9175,-122.6336111,CA
JACKASS,2004,Lightning,2.5,40.95055556,-122.5186111,CA
PRICE,2004,Lightning,10,40.72083333,-123.2638889,CA
BIGGER,2004,Lightning,2.5,40.36777778,-123.0516667,CA
BILL,2004,Lightning,2.5,40.3525,-123.0686111,CA
BRUSH,2004,Lightning,2.5,41.35083333,-122.3025,CA
CASTLE,2004,Lightning,2.5,41.18333333,-122.3016667,CA
CRAGS,2004,Lightning,2.5,41.16861111,-122.3013889,CA
BORDER,2004,Lightning,2.5,40.60138889,-123.1852778,CA
THOMPSON,2004,Lightning,5,40.60055556,-123.1691667,CA
DOG,2004,Lightning,2.5,40.635,-123.1358333,CA
SQUIRREL,2004,Miscellaneous,2.5,41.00055556,-122.6352778,CA
BALLPARK,2004,Campfire,2.5,40.98527778,-122.7,CA
HEAVEN,2004,Miscellaneous,2.5,41.13972222,-122.4775,CA
KC,2004,Lightning,2.5,41.38583333,-121.75,CA
LAKESHORE,2004,Miscellaneous,2.5,40.88416667,-122.3891667,CA
GOATHEAD,2004,Campfire,2.5,40.84972222,-122.4269444,CA
O'BRIEN,2004,Miscellaneous,5,40.80944444,-122.3205556,CA
BON,2004,Campfire,2.5,40.98527778,-122.7,CA
BASIN,2004,Miscellaneous,5,40.36694444,-122.9852778,CA
CREEK,2004,Arson,5,40.6025,-123.1511111,CA
RANCH,2004,Campfire,2.5,40.82777778,-123.4833333,CA
TROUT,2004,Campfire,2.5,41.41833333,-121.895,CA
PARTY,2004,Campfire,2.5,40.525,-123.235,CA
BRIDGE,2004,Miscellaneous,2.5,40.76944444,-122.3011111,CA
RIVERVIEW,2004,Campfire,2.5,40.93277778,-122.4027778,CA
MEDIAN,2004,"Equipment Use",5,40.79583333,-122.3272222,CA
SCOTT,2004,Lightning,2.5,40.35055556,-123.3336111,CA
MADDOX,2004,Lightning,2.5,40.55944444,-123.4263889,CA
MICK,2004,Lightning,5,40.55361111,-123.4483333,CA
BLACKROCK,2004,Lightning,2.5,40.20166667,-123.0044444,CA
CASTLES,2004,Lightning,2.5,41.25138889,-122.3780556,CA
SAND,2004,Miscellaneous,2.5,41.35361111,-122.2547222,CA
SANDY,2004,Lightning,2.5,41.35138889,-122.2508333,CA
POLLARD,2004,Arson,2.5,40.99694444,-122.4180556,CA
SPRING,2004,Campfire,2.5,41.27166667,-121.9525,CA
PILGRIM,2004,"Equipment Use",2.5,41.28416667,-122.0505556,CA
DRINK,2004,Miscellaneous,2.5,40.53472222,-123.2833333,CA
GLEN,2004,Lightning,2.5,40.36027778,-123.3191667,CA
BLUE,2004,Lightning,2.5,40.33,-123.3269444,CA
IRISH,2004,Lightning,2.5,40.43555556,-123.3502778,CA
DELTA,2004,Campfire,2.5,40.37305556,-123.3022222,CA
ECHO,2004,Campfire,2.5,40.37305556,-123.3025,CA
RING,2004,Campfire,2.5,41.16666667,-122.375,CA
GULCH,2004,Lightning,5,40.18333333,-123.1336111,CA
"SAND FLAT",2004,Campfire,2.5,41.355,-122.2491667,CA
MUD,2004,"Equipment Use",2.5,41.29194444,-122.0613889,CA
"BEAR SPOT 1",2004,"Equipment Use",2.5,40.75833333,-122.1966667,CA
".BEAR SPOT 2",2004,"Equipment Use",2.5,40.75944444,-122.1691667,CA
BOULEVARD,2004,Arson,2.5,40.90694444,-122.3819444,CA
"CLARK 2",2004,Lightning,5,40.71833333,-123.4511111,CA
MCBRIDE,2004,Campfire,2.5,41.335,-122.3019444,CA
FLUME,2004,Arson,2.5,41.07666667,-122.3566667,CA
FOWLERS,2004,"Equipment Use",2.5,41.25361111,-122.0333333,CA
HYAMPOM,2004,Arson,10,40.61722222,-123.4780556,CA
TULE,2004,Campfire,2.5,40.53444444,-123.2680556,CA
GROUSE,2004,Lightning,2.5,40.42444444,-123.3544444,CA
CLEVELAND,2004,Lightning,2.5,40.23333333,-123.1513889,CA
DUTCH,2004,Arson,2.5,40.69027778,-123.0405556,CA
SOLDIER,2004,Arson,2.5,40.685,-123.0355556,CA
FLAT,2004,Miscellaneous,10,40.735,-123.2166667,CA
TRINITY,2004,"Equipment Use",2.5,40.81861111,-122.8833333,CA
"BULL LAKE",2004,Miscellaneous,2.5,41.32083333,-122.5902778,CA
RUSCH,2004,Arson,5,40.58333333,-123.2525,CA
BALD,2004,Arson,5,40.46888889,-123.3661111,CA
COLD,2004,Campfire,2.5,40.85,-122.4005556,CA
HAYFORK,2004,Arson,2.5,40.60972222,-123.1566667,CA
RIDGE,2004,Miscellaneous,5,40.90111111,-123.1502778,CA
ALLEN,2004,Lightning,2.5,40.71916667,-123.4355556,CA
"CLARK 1",2004,Lightning,2.5,40.7325,-123.4402778,CA
MILL,2004,Miscellaneous,10,41.03472222,-123.1188889,CA
LONG,2004,Campfire,2.5,41.1775,-122.9561111,CA
GREGORY,2004,Miscellaneous,2.5,40.87,-122.3672222,CA
GILMAN,2004,Campfire,5,40.8025,-122.325,CA
"FIVE A",2004,Miscellaneous,2.5,40.84777778,-122.3377778,CA
"FIVE B",2004,Miscellaneous,2.5,40.83527778,-122.3380556,CA
"FIVE C",2004,Miscellaneous,2.5,40.84777778,-122.3380556,CA
TRESTLE,2004,Smoking,2.5,40.93055556,-122.4066667,CA
"MCCALLA RIDGE",2004,Lightning,2.5,45.35277778,-115.0527778,ID
DISAPPOINTMENT,2004,Lightning,2.5,45.4225,-114.9080556,ID
"MISSOURI CREEK",2004,Smoking,2.5,44.9975,-115.3952778,ID
"TAYLOR PEAK",2004,Lightning,2.5,47.78416667,-115.8825,ID
STANDY,2004,Lightning,2.5,47.7725,-115.8744444,ID
"DREAM GULCH",2004,Lightning,5,47.63583333,-115.8780556,ID
"ALDER CREEK",2004,Lightning,2.5,47.64055556,-115.8541667,ID
"OREGON GULCH",2004,Lightning,2.5,47.65944444,-115.8502778,ID
"LITTLE BALDY",2004,Lightning,2.5,47.68611111,-115.8355556,ID
"FANCY HORNET",2004,Lightning,2.5,47.64388889,-115.8638889,ID
"LONG POOL",2004,Lightning,5,47.78361111,-116.1066667,ID
CODDINGTON,2004,"Equipment Use",10,47.175,-116.025,ID
"FERGUSON CREEK",2004,Lightning,2.5,47.54972222,-115.9186111,ID
"MOSS CREEK",2004,Campfire,2.5,47.36694444,-115.6572222,ID
"HOT LINE",2004,Miscellaneous,2.5,48.5075,-116.8894444,ID
"BIRD BUTTE",2004,Lightning,2.5,45.25527778,-121.6863889,OR
"FANCY BED",2004,Lightning,5,47.65083333,-115.8791667,ID
SUMMIT,2004,Lightning,2.5,38.39972222,-119.5352778,CA
CAMERON,2004,Campfire,2.5,38.12666667,-119.2688889,CA
CRYSTAL,2004,Lightning,2.5,39.58861111,-120.0802778,CA
"SPRING FIRE",2004,Lightning,2.5,39.5725,-120.0622222,CA
"PURDY FIRE",2004,Lightning,2.5,39.61972222,-120.0344444,CA
"WESTSIDE FIRE",2004,Lightning,5,39.60916667,-120.0055556,CA
"CUTTER FIRE",2004,Lightning,2.5,39.60444444,-120.0447222,CA
"MITCHELL CANYON FIRE",2004,Lightning,2.5,39.58111111,-119.9719444,NV
"MILE 7",2004,Campfire,2.5,36.27,-115.5202778,NV
CLARK,2004,Campfire,2.5,36.22611111,-115.7358333,NV
ANGEL,2004,Lightning,2.5,36.34583333,-115.5733333,NV
LOVELL,2004,Campfire,2.5,36.16555556,-115.5916667,NV
SUBSTATION,2004,Lightning,2.5,36.00638889,-115.5177778,NV
"SOUTH SPRING",2004,Lightning,2.5,36.07916667,-115.5536111,NV
JUNCTION,2004,Lightning,2.5,36.32833333,-115.8255556,NV
"MTN SPRINGS",2004,Lightning,2.5,36.00638889,-115.5177778,NV
"TRAIL CANYON",2004,Lightning,2.5,36.26861111,-115.6544444,NV
157MM8,2004,Smoking,5,36.285,-115.5225,NV
TROUT,2004,Lightning,5,36.14916667,-115.6436111,NV
"TWIN PEAK",2004,Lightning,2.5,35.97527778,-115.5177778,NV
PHOEBEE,2004,Lightning,2.5,44.94222222,-115.6469444,ID
STIRLING,2004,Lightning,5,36.43333333,-115.9080556,NV
RIDGE,2004,Lightning,2.5,36.00638889,-115.5177778,NV
CATHEDRAL,2004,Lightning,2.5,36.25888889,-115.6591667,NV
CANYON,2004,Lightning,2.5,36.30527778,-115.5269444,NV
ROOST,2004,Lightning,5,36.28805556,-115.6102778,NV
GRAVEL,2004,Lightning,5,36.09388889,-115.5536111,NV
KIUP,2004,Lightning,2.5,36.19666667,-115.7177778,NV
LINE,2004,Lightning,2.5,36.09388889,-115.5536111,NV
GRIFFITH,2004,Lightning,5,36.23055556,-115.6430556,NV
"TROUT CANYON",2004,Lightning,5,36.1675,-115.6819444,NV
"ITALIAN PEAK",2004,Lightning,2.5,48.96833333,-116.6111111,ID
WILLIAMS,2004,Lightning,2.5,36.20194444,-115.7191667,NV
PROSPECT,2004,Lightning,2.5,36.24055556,-115.5202778,NV
"LEE SPRING",2004,Lightning,5,36.22611111,-115.7177778,NV
GRAPE,2004,Lightning,2.5,36.28888889,-115.54,NV
LAKE,2004,Lightning,2.5,36.18972222,-115.6822222,NV
APPALOSSA,2004,Lightning,5,36.135,-115.6738889,NV
BURRO,2004,Lightning,2.5,35.94777778,-115.5536111,NV
SADDLE,2004,Lightning,5,36.24055556,-115.6280556,NV
"MOLE STATION",2004,Campfire,2.5,39.53888889,-120.0230556,CA
"ROSE BUD",2004,Lightning,2.5,36.32861111,-115.7752778,NV
BRONCO,2004,Lightning,2.5,39.38444444,-119.9458333,NV
SEVEN,2004,Campfire,2.5,40.9525,-122.8691667,CA
STUMP,2004,Miscellaneous,2.5,40.90055556,-122.8202778,CA
"LIVE OAK",2004,"Debris Burning",2.5,41.78583333,-123.3688889,CA
HEADWAY,2004,Children,2.5,41.79888889,-123.3827778,CA
OAK,2004,Miscellaneous,2.5,41.83555556,-123.185,CA
AIRPORT,2004,Campfire,2.5,41.78555556,-123.3691667,CA
SCHOOLHOUSE,2004,Lightning,2.5,45.65,-106.0666667,MT
MANNING,2004,Lightning,10,45.60527778,-105.8525,MT
TURKEY,2004,Lightning,2.5,45.45388889,-106.0469444,MT
"DRY GULL",2004,Lightning,2.5,45.27388889,-106.0980556,MT
"ASH CREEK",2004,Lightning,5,45.34555556,-106.0680556,MT
HORSE,2004,Lightning,5,45.39944444,-105.9619444,MT
"ROUND UP",2004,Lightning,2.5,45.43166667,-105.9758333,MT
COOK,2004,Lightning,35,45.65083333,-106.1411111,MT
DEADHORSE,2004,Lightning,5,45.40361111,-106.1125,MT
"ROBERTS GULCH",2004,Lightning,5,45.32916667,-106.4497222,MT
MAVERICK,2004,Lightning,5,45.24722222,-105.7988889,MT
EMMA,2004,Lightning,5,45.3075,-106.2797222,MT
CRIB,2004,Lightning,5,45.6875,-105.9908333,MT
TAYLOR,2004,Lightning,5,45.22944444,-106.0169444,MT
INDIAN,2004,Lightning,10,45.215,-106.0633333,MT
"LEMONADE SPRINGS",2004,Lightning,5,45.54944444,-105.9138889,MT
SAYLE,2004,Lightning,5,45.2125,-105.985,MT
"BEAR VALLEY",2004,Lightning,10,45.19333333,-106.1080556,MT
STACY,2004,Lightning,5,45.68277778,-105.9722222,MT
BULL,2004,Lightning,5,45.25305556,-105.8375,MT
REANUS,2004,Lightning,5,45.20611111,-106.0891667,MT
"WOLF DEN",2004,Lightning,5,45.19611111,-105.8702778,MT
TWIN,2004,Campfire,2.5,45.0125,-109.45,MT
"DEVILS CANYON",2004,Lightning,5,45.67444444,-104.2208333,MT
PARRISH,2004,Lightning,5,45.29527778,-106.4013889,MT
"JACKSON SPRING",2004,Lightning,5,45.28888889,-106.3722222,MT
TIMBER,2004,Lightning,2.5,45.30388889,-106.4344444,MT
"LITTLE BRADSHAW",2004,Lightning,35,45.16666667,-106.0916667,MT
"ROUGH DRAW",2004,Lightning,15,45.25888889,-106.4472222,MT
WILBUR,2004,Lightning,2.5,45.59305556,-105.9966667,MT
STRAIGHT,2004,Lightning,5,45.67805556,-105.9663889,MT
"WEST LISCOM",2004,Lightning,5,45.74944444,-106.0152778,MT
"BRINGOFF SPRINGS",2004,Lightning,2.5,45.68055556,-106.1761111,MT
"BLACK CAT",2004,Lightning,2.5,45.735,-106.0161111,MT
"INDIAN 2",2004,Lightning,5,45.19388889,-105.9694444,MT
"BOTTOM SPRINGS",2004,Lightning,10,45.69,-105.9858333,MT
CONE,2004,Lightning,2.5,45.2,-106.095,MT
HOOD,2004,Lightning,5,45.6325,-106.1372222,MT
"WATT DRAW",2004,Lightning,2.5,45.47194444,-105.9825,MT
CLIFF,2004,Lightning,5,45.66361111,-106.0997222,MT
"GENTRY SPRING",2004,Lightning,5,45.62833333,-108.1338889,MT
COYOTE,2004,Lightning,5,45.76166667,-106.08,MT
HOME,2004,Lightning,5,45.55666667,-105.9586111,MT
TEA,2004,Lightning,2.5,45.155,-108.4505556,MT
CHARCOAL,2004,Lightning,5,45.31111111,-106.4008333,MT
"CLARK DRAW",2004,Lightning,2.5,45.23111111,-106.4127778,MT
"BONE RANCH",2004,Lightning,5,45.28333333,-106.4447222,MT
OLIVE,2004,Lightning,5,40.66694444,-123.4358333,CA
BOYD,2004,Smoking,2.5,40.82027778,-121.5011111,CA
"THE DAY AFTER FIRE",2004,Campfire,2.5,47.48388889,-94.08444444,MN
WEASEL,2004,Lightning,2.5,47.75333333,-90.89055556,MN
"CAMPSITE 26 FIRE",2004,Campfire,2.5,47.55611111,-90.86944444,MN
CAL,2004,"Debris Burning",10,40.65,-121.1344444,CA
CINDER,2004,Lightning,5,40.80083333,-121.5672222,CA
FLAG,2004,Miscellaneous,2.5,40.63388889,-121.3188889,CA
SUGAR,2004,Lightning,5,40.71388889,-121.4591667,CA
RIM,2004,Lightning,2.5,40.74083333,-121.4094444,CA
EMIGRANT,2004,Lightning,2.5,40.58666667,-121.4736111,CA
STUBBRON,2004,Lightning,2.5,40.59888889,-121.4816667,CA
BRIDGE,2004,Lightning,2.5,40.61916667,-121.4908333,CA
PORCUPINE,2004,Lightning,2.5,40.80166667,-121.6211111,CA
JUNCTION,2004,Smoking,2.5,40.66861111,-121.4175,CA
EVERETT,2004,Campfire,2.5,40.75833333,-121.5102778,CA
EILER,2004,Campfire,2.5,40.7575,-121.5069444,CA
BROCKMAN,2004,Lightning,2.5,40.65916667,-120.8105556,CA
BUTTE,2004,Lightning,2.5,40.61944444,-121.27,CA
BARRETT,2004,Campfire,2.5,40.75805556,-121.5091667,CA
CREEK,2004,Campfire,2.5,40.33527778,-121.5180556,CA
"CALLS FORT WFU",2004,Lightning,10,41.61416667,-112.0355556,UT
RAYMOND,2004,Lightning,2.5,40.65611111,-111.6961111,UT
MCKNIGHT,2004,Lightning,2.5,33.03972222,-107.8522222,NM
BAILEY,2004,Lightning,5,33.28361111,-107.9344444,NM
INDIAN,2004,Lightning,5,33.35444444,-108.3113889,NM
RIDGE,2004,Lightning,2.5,33.23277778,-108.6286111,NM
24,2004,Campfire,2.5,33.03638889,-108.2166667,NM
BOSQUE,2004,Lightning,2.5,32.96972222,-108.2155556,NM
PARK,2004,Campfire,5,33.60277778,-108.4602778,NM
KNIGHT,2004,Lightning,5,32.91555556,-108.1663889,NM
FEATHER,2004,Lightning,10,33.33611111,-108.5427778,NM
CABIN,2004,Lightning,2.5,33.45,-108.5666667,NM
SALTHOUSE,2004,Lightning,2.5,33.58027778,-108.5986111,NM
HOBO,2004,Lightning,2.5,33.37888889,-108.62,NM
BENTONITE,2004,Lightning,10,33.66916667,-109,NM
POTATO,2004,Lightning,5,34.46888889,-110.7313889,AZ
MULLEN,2004,Lightning,2.5,34.15444444,-109.8830556,AZ
ASH,2004,Lightning,2.5,34.37666667,-110.8105556,AZ
GORDAN,2004,Lightning,2.5,34.30694444,-110.9055556,AZ
SCOTT,2004,Campfire,2.5,34.17222222,-109.9555556,AZ
DPS,2004,Lightning,2.5,34.38805556,-110.6694444,AZ
LANE,2004,Lightning,2.5,34.41388889,-110.7525,AZ
SHOEBOX,2004,Lightning,5,34.33444444,-110.8275,AZ
"YOUNG 1",2004,Arson,2.5,34.30027778,-110.8561111,AZ
"YOUNG 2",2004,Arson,2.5,34.30027778,-110.8561111,AZ
BEAVER,2004,Campfire,2.5,34.38111111,-111.0297222,AZ
BLUEGRASS,2004,Campfire,2.5,34.31388889,-110.17,AZ
JOE,2004,Lightning,5,34.39166667,-110.7611111,AZ
PHOENIX,2004,Lightning,2.5,34.33333333,-110.4402778,AZ
"RED WATER",2004,Lightning,2.5,34.48444444,-110.6013889,AZ
TIP,2004,Children,2.5,34.31527778,-110.9533333,AZ
